,totalDebt,totalDebt,totalDebt,totalDebt,totalDebt,totalRevenue,totalRevenue,totalRevenue,totalRevenue,totalRevenue,totalCash,totalCash,totalCash,totalCash,totalCash,debtToEquity,debtToEquity,debtToEquity,debtToEquity,debtToEquity,revenueGrowth,revenueGrowth,revenueGrowth,revenueGrowth,revenueGrowth,operatingMargins,operatingMargins,operatingMargins,operatingMargins,operatingMargins,beta,beta,beta,beta,beta,regularMarketPrice,regularMarketPrice,regularMarketPrice,regularMarketPrice,regularMarketPrice,sharesOutstanding,sharesOutstanding,sharesOutstanding,sharesOutstanding,sharesOutstanding,marketCap,marketCap,marketCap,marketCap,marketCap,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,betaTax,betaTax,betaTax,betaTax,betaTax,unleveredBeta,unleveredBeta,unleveredBeta,unleveredBeta,unleveredBeta,bookEquity,bookEquity,bookEquity,bookEquity,bookEquity,investedCapital,investedCapital,investedCapital,investedCapital,investedCapital,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,totalRevenueMask,investedCapitalMask,salesToCapitalAggregate
,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,sum,sum,aggregate
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemicals,9,3866288456.0,960208000.0,2336699904.0,4065999872.0,9,10323302800.0,1800482944.0,7814000128.0,9072799744.0,9,776516223.1111112,309000000.0,496247008.0,717000000.0,9,85.61244444444444,51.086999999999996,95.2,107.946,9,0.3853333333333333,0.272,0.289,0.528,9,-1.7022587783333332,0.05197,0.118719995,0.14032,8,1.8959105000000003,1.46870075,1.6974105,1.983116,9,54.57888888888888,24.29,35.4,56.87,9,191116870.2222222,102401000.0,134440000,170958000,9,10559745336.88889,1310688512.0,4800500736.0,16083056640.0,9,0.5962746530847196,0.22298017692169547,0.35322887080250936,0.4867617010193497,9,0.24000000000000002,0.24,0.24,0.24,8,1.2690815161693267,1.1647791868025539,1.2281236672264986,1.3955685330349765,9,4161348280.77347,785247094.806225,2164693368.9066763,4271008268.9075627,9,7251120513.662358,1432095094.8062248,4469007439.970191,6969008140.907561,9,1.2792939279428557,0.8923120998691237,1.2572370022981059,1.6783866747876148,92909725200.0,65260084622.96123,1.423683799014114
Communication Equipment,32,1858993019.6875,92429750.0,460056496.0,1576776224.0,32,4147904637.5,332313992.0,1262479488.0,2335186176.0,32,1230078551.5,77505000.0,205749000.0,572614744.0,29,2540.2374827586214,25.031999999999996,64.168,164.52,32,0.15690624999999997,-0.0007500000000000002,0.07350000000000001,0.2,32,-0.09752561259374995,0.027144999750000003,0.07857,0.1265075,32,1.23135284375,0.8011685,1.237402,1.5615579999999998,32,68.02125,16.567500000000003,28.36,65.14750000000001,32,252140877.75,34773125.0,57936250,136130002,32,14120565674.5,879642960.0,2164400000.0,5114830592.0,32,0.38298052672698457,0.03932889065846287,0.14443868188352438,0.33873152188946815,32,0.24000000000000016,0.24,0.24,0.24,32,1.0130582458747397,0.7085808560676584,0.9219390740960165,1.3170505892398925,29,3105016298.602197,112396694.21487604,586024324.5211565,1971387507.7920454,29,3643244543.4987493,198234933.03177828,716041324.5211565,3606004487.0393596,29,1.71195483692366,0.8311220639213677,1.4984941063223214,1.9895540997028185,123794403184.0,105654091761.46373,1.171695304177067
Computer Hardware,12,6039355234.666667,59648250.0,306688000.0,4380750016.0,12,17033422472.666666,571247744.0,2373527936.0,9049500032.0,12,3385499811.3333335,220515756.0,932812032.0,3615860672.0,10,103.81390000000002,4.25,42.2445,114.09325,12,0.9151666666666668,0.10275000000000001,0.1895,0.30475,12,-0.10146666750000005,0.0015749992500000004,0.044730000000000006,0.094547495,11,1.2712172727272728,1.089471,1.20935,1.4420775,12,46.22416666666667,22.0875,35.010000000000005,59.2175,12,264196552.0,85613000.0,256112504,308228504,12,15713911810.666666,1964951840.0,6059798144.0,25700231680.0,12,0.22402516159688124,0.016039962567104094,0.13591969418632843,0.24496334251214838,12,0.24000000000000007,0.24,0.24,0.24,11,1.1074704806028914,0.9805158663058526,1.162007260701396,1.2410534137715818,10,3429952355.7733197,730615479.6463143,829278559.1440837,3182881607.120025,10,6155714276.573319,280544169.64631414,514596865.5952628,1068453998.7341526,10,1.91784163082845,1.3019226809757467,2.3173336355539056,3.09059890438152,140541341096.0,61557142765.73319,2.283103711146169
Conglomerates,8,6040587237.0,907191248.0,1367967008.0,6617873984.0,8,12003294655.0,2920263040.0,6125383424.0,15225000704.0,8,2476636703.0,48268000.0,113518004.0,2617000032.0,8,94.50075,65.733,101.0565,131.43550000000002,8,0.13025,0.083,0.10300000000000001,0.12925,8,0.09431999962500001,0.037630000499999997,0.076935,0.12986749625,8,1.0349995,0.721948,1.0319475,1.1522072500000002,8,592.7175,35.230000000000004,149.405,217.555,8,195354319.5,19566375.0,28914850,296576504,8,33034596632.0,1614203328.0,4914624512.0,30283331568.0,8,0.33552024999972957,0.17827131452416595,0.2849656072256685,0.4303567679186575,8,0.24,0.24,0.24,0.24,8,0.8183844704427349,0.574252409707467,0.7739563084533312,1.007212816541473,8,5409117435.073169,619052973.1417518,2338521591.396756,6849981666.052275,8,8973067969.073168,1446690003.7004416,3311424462.583194,11273174817.272617,8,1.6006395538472722,1.116925603160136,1.248385194481409,1.6162422294218997,96026357240.0,71784543752.58534,1.3377024108555622
Consulting Services,13,1797911220.3076923,148752992.0,409300992.0,3409999872.0,13,2513768137.8461537,568588992.0,1599398016.0,3009799936.0,13,405116161.84615386,47417000.0,254783008.0,542000000.0,13,97.12069230769231,43.365,72.816,124.735,13,0.13792307692307693,0.08800000000000001,0.12,0.145,13,0.14278153838461538,0.0727,0.09917000000000001,0.22371999999999997,13,1.0145449999999998,0.6888310000000001,0.9823370000000001,1.415584,13,105.82307692307693,50.51,94.05,116.96,13,89822913.84615384,19171000.0,34288500,133897000,13,9975215099.076923,1107057920.0,5280429056.0,11809715200.0,13,0.20261967269041323,0.10657915992823444,0.15787088685198214,0.21295545753760173,13,0.24000000000000007,0.24,0.24,0.24,13,0.8805273041348525,0.5720498301009607,0.8761507604511144,1.1681943825259289,13,1361811447.5867212,340842035.471573,790553157.9557308,2733795544.153606,13,2754606506.04826,333374126.91540325,1191971149.9557307,5717797228.41409,13,1.5577486758505645,0.7241187992505335,1.5262651135959082,2.0473372961944425,32678985792.0,35809884578.62738,0.9125688668514723
Consumer Electronics,6,22821725454.5,17288750.0,57305500.0,230754006.0,6,61613048974.333336,445607496.0,870314496.0,1569484704.0,6,10645545541.333334,76305416.0,253643828.0,574710992.0,6,51.01316666666667,6.54175,15.7685,44.349,6,0.055499999999999994,0.024999999999999998,0.072,0.11825,6,-0.22389000000000003,0.0702625,0.09239,0.09720749999999999,6,1.5307013333333332,1.14389525,1.3529865,1.8015347499999999,6,49.28333333333333,13.825,26.689999999999998,37.995,6,2792540900.0,27942425.0,95380350,128485000,6,498849063728.0,542670216.0,1118119488.0,3281852544.0,6,0.0639456248264929,0.014219330724439351,0.03375881732609734,0.1099270863228137,6,0.24,0.24,0.24,0.24,6,1.4783765727759646,1.0572802416372729,1.320540337781632,1.7828526785488759,6,10799043037.556173,187211507.92188942,425116460.58402395,565557313.7153307,6,22975222950.72284,46186124.55393851,210025142.8476954,422197956.8342372,6,-9.006131561096138,0.9463395555421701,2.223990712049426,2.614837699718303,369678293846.0,137851337704.33704,2.681717130949316
Credit Services,31,12818676791.483871,1013298496.0,5419713024.0,18088500224.0,31,6723271313.032258,762576480.0,1594400000.0,7691823616.0,31,4768522690.32258,180171504.0,919513024.0,5044099840.0,26,453.09261538461527,104.97025,219.79000000000002,545.525,31,0.2645483870967743,0.058499999999999996,0.159,0.2925,31,0.37214516309677426,0.17205500499999998,0.34310999999999997,0.5713100200000001,30,1.3331997666666668,1.02675275,1.2938085,1.636623,31,101.55290322580645,22.535,49.89,134.605,31,270277968.4516129,42611150.0,91688400,326277504,31,46159957657.80645,1522621632.0,3598437888.0,14844986368.0,31,3.6542241361737786,0.2837890367613203,0.7537537056080938,2.2639549641016385,31,0.24000000000000016,0.24,0.24,0.24,30,0.7567159155649228,0.5001207319719285,0.7531457304003648,1.0691597956170833,26,5335753149.701377,683949934.5701454,1691227096.4808292,3054992219.6530666,26,14332581673.701376,1456815279.2954803,5672015295.800196,19736261525.416878,26,0.6349338581618938,0.24573671404149616,0.4870924150141787,0.954176113549826,156198549008.0,372647123516.2358,0.4191594115476773
Diagnostics & Research,43,2459629361.2093024,61387000.0,385444000.0,2359188992.0,43,3689655762.6976743,134628500.0,727000000.0,3280653952.0,43,844165300.0930233,146901008.0,363280992.0,1005349504.0,40,124.26559999999999,15.415,54.643,116.8815,43,0.3735581395348837,0.12100000000000001,0.179,0.4055,43,-0.4887593014186047,-0.519255,0.08234,0.258615,41,1.141514780487805,0.743376,1.063896,1.400519,43,159.6823255813954,20.795,45.63,178.27499999999998,43,147159158.69767442,47208200.0,95700000,181679504,43,22265514030.139534,1190452992.0,4610498048.0,19217649664.0,43,0.14086475760998893,0.022051353996254252,0.07689492852457132,0.21236802524383258,43,0.24000000000000019,0.24,0.24,0.24,39,1.0174686675172495,0.7556910196049964,0.953788998227417,1.2587540243667787,40,3915972630.4698343,327547014.6389138,804815043.7730265,3160064098.599634,40,5671797920.569835,172807789.05798724,1202883742.4383006,4836858660.383557,40,1.0876494228884237,0.6078215417453254,0.8760716763936149,1.596081927454103,158539631812.0,226871916822.7934,0.6988067718219756
Discount Stores,9,12603924753.777779,1814681984.0,9770099712.0,14093185024.0,9,107354010311.11111,6156496896.0,26008500224.0,103348000000.0,9,4131040832.888889,229726000.0,488662016.0,5765000192.0,9,150.25277777777777,53.236999999999995,112.287,172.85299999999995,9,0.06433333333333335,0.039,0.043,0.133,9,0.06801555577777778,0.043870002000000005,0.05165,0.08299,9,0.915097111111111,0.524155,0.736103,1.023896,9,173.24333333333337,65.69,141.17,231.95,9,490398995.1111111,63125100.0,224956000,443432000,9,96226164238.22223,3308386560.0,31757037568.0,111133000000.0,9,0.30291903739101467,0.12672581525660653,0.14574246484665115,0.3076514832682267,9,0.24000000000000002,0.24,0.24,0.24,9,0.7203032902060742,0.4718868013737794,0.6154576009030687,0.9257713821104272,9,15643251274.368608,1049841185.2846065,6189800347.850529,13803022440.709969,9,24116135195.257496,2793927169.2846065,15638944825.300297,19794323355.850533,9,4.109056170015381,1.7168318539140983,3.874823204056448,4.3908698284342815,966186092800.0,217045216757.31747,4.451542896152886
Drug Manufacturers,41,9194691134.146341,118476000.0,452600000.0,7619299840.0,40,11468763286.4,153550250.0,538797488.0,8683625088.0,40,3491606985.6,104548750.0,408977504.0,2253025024.0,35,130.24248571428575,43.060500000000005,77.172,125.9525,40,0.43522500000000014,0.014250000000000002,0.11299999999999999,0.30275,41,-0.4959053662195122,-0.24936001,0.16937,0.24318,39,1.0045908461538464,0.6383885,0.937142,1.254953,41,56.92289268292684,7.49,26.72,61.88,41,552963808.8780488,47849100.0,119952000,473099008,41,50234487532.097565,624422336.0,1599678464.0,21311193088.0,41,0.4573759662244864,0.09614823795725744,0.21245896285321586,0.4757184907159194,41,0.24000000000000016,0.24,0.24,0.24,39,0.8041519053518864,0.5272680494227784,0.6981040708109331,0.9903607597574144,35,9373664467.805565,190288976.5980723,579943265.2809472,8085551421.707836,35,15882197159.80557,160760619.33808783,670045329.590781,18392328077.230427,34,1.0575005757066351,0.6784905648222451,0.9109128904248674,1.295599273351545,450328802048.0,555863661068.4978,0.8101425467935149
Education & Training Services,12,659500582.0,222933748.0,524101520.0,909410016.0,12,1107400493.3333333,756972736.0,996271008.0,1195350048.0,12,683371931.3333334,262684264.0,448054512.0,918303264.0,12,62.81008333333333,16.118250000000003,56.09,104.61724999999998,12,0.15908333333333333,0.09400000000000001,0.1295,0.24625,12,0.07058999825,0.05442500225,0.083044993,0.153515,11,0.8327706363636364,0.5199995,0.8794799999999999,1.0872725,12,84.15083333333335,19.6825,28.095,39.5875,12,76649247.33333333,36205325.0,59935102,130908250,12,2193849962.6666665,1437136768.0,1806386560.0,3324909440.0,12,0.3576732945362982,0.1734184964987141,0.30326722358404057,0.44754631768709685,12,0.24000000000000007,0.24,0.24,0.24,11,0.6571818122259588,0.4462052271305106,0.6439240235478095,0.7878035155211467,12,1226290157.9505916,701286203.4730552,1054571924.6461701,1366071726.560545,12,1202418808.617258,361148376.677829,949336069.259337,1543486912.8129883,12,-14.822008114443014,0.5539156072446131,0.6522559442049862,1.210269501971021,13288805920.0,14429025703.407097,0.9209773544766879
Electrical Equipment & Parts,17,884130646.117647,113351000.0,729881024.0,1135987968.0,17,1878080913.4117646,868526016.0,1320504960.0,3021499904.0,17,535014061.64705884,121861000.0,294860000.0,491300000.0,15,19224.456866666664,22.2635,74.39699999999998,143.2945,17,1.3461764705882353,0.035,0.114,0.344,17,-4.149770468705881,0.041989997,0.12362999999999999,0.16631001,14,1.7990852142857143,1.16597375,1.4150645,1.6725970000000001,17,70.26411764705882,22.17,40.72,106.44,17,140984303.05882353,34987000.0,53698800,232078000,17,4845581980.235294,2709659648.0,3397384448.0,5829799424.0,17,0.23069501047390645,0.07469773621674126,0.15635786645276115,0.2764467564372408,17,0.2400000000000001,0.24,0.24,0.24,12,1.225770597049769,1.0360524776589612,1.179448067160291,1.505475376712704,15,1125841182.7123098,415788726.5341721,785700914.4196951,1438080167.3956385,15,1471208513.9123101,613822569.3941517,1088852533.5192142,2223673701.1248746,15,1.260065688376623,0.738008773603326,1.2669320824904506,1.712608512411847,28321178664.0,22068127708.68465,1.2833521283663107
Electronic Components,16,1240170086.1875,60997000.0,273596496.0,747030528.0,16,4688528119.0,477488504.0,1553579520.0,4215809472.0,16,515969412.0,165031750.0,249526000.0,660196992.0,16,42.0031875,14.094,28.023,63.77225,16,0.11400000000000003,0.082,0.094,0.18625,16,-0.10773249906249999,0.034835000500000005,0.063734999,0.16489250249999998,15,1.2323458666666667,1.035064,1.184415,1.4797395,16,82.56750000000001,34.7575,45.365,94.72749999999999,16,141814258.25,27165200.0,36246600,114310750,16,7948069190.0,1149340064.0,2260376192.0,6015434240.0,16,0.15758862909984592,0.051224992766780025,0.1227555002822647,0.21641513949395094,16,0.2400000000000001,0.24,0.24,0.24,15,1.1015305741680512,0.8849160079594822,1.0647643685485928,1.1324483861765318,16,1979040387.5251255,445938227.3140447,995294683.8239309,1835695185.6291041,16,2703241061.712625,372071097.788754,953429927.6067938,1829228751.1825886,16,2.163766113900372,1.1238147838833172,1.3802300267168746,2.5655385851339902,75016449904.0,43251856987.402,1.7344099220028888
Electronic Gaming & Multimedia,6,1288835354.6666667,211692496.0,862299504.0,2017550048.0,6,3713168085.3333335,976635728.0,3046432000.0,5639966208.0,6,2700020822.6666665,740180992.0,1655900032.0,2216148928.0,5,21.214600000000004,6.9,21.28,27.94,6,0.3151666666666667,0.07525000000000001,0.262,0.5395,6,0.07607166566666668,0.129087503,0.184500005,0.2118550025,5,0.6975579999999999,0.613506,0.673246,0.861298,6,71.135,13.6525,49.525,118.0675,6,446922333.3333333,157177000.0,311071504,669000520,6,20524512000.0,4175753024.0,13959855360.0,33772137472.0,6,0.0806655133336583,0.023097016073002928,0.06310083588924001,0.12379974651087644,6,0.24,0.24,0.24,0.24,5,0.6556190698840766,0.6081332136506259,0.6398442165577503,0.825227095000908,5,6397359952.0442915,3007025571.460387,3469550840.57971,7856120486.757338,5,4673542992.0442915,1411417944.57971,3152425507.4603863,8079120550.757336,5,1.389601230520034,0.8574252887264813,0.8631448798902959,2.0467751242898413,21883827520.0,23367714960.22146,0.9364983934994303
Engineering & Construction,26,957560663.0769231,253406504.0,672389504.0,1138320736.0,26,4477085357.5,1217507008.0,3018108032.0,5968143872.0,26,460094040.0,84180000.0,193280000.0,632052256.0,26,61.402884615384615,37.58225,60.425,84.8535,26,0.32465384615384607,-0.028999999999999998,0.0925,0.20725,26,-0.05037115430769232,0.037269999250000005,0.0563249985,0.07643,26,1.2802820384615383,0.89520025,1.2059735,1.2955835,26,75.73923076923076,27.6675,52.995,106.2475,26,65105580.307692304,30866800.0,47078200,72161897,26,4642717956.923077,1188432128.0,2739532288.0,6786652544.0,26,0.2635214221978966,0.09363776000314526,0.2184577405683382,0.2960674576103365,26,0.24000000000000016,0.24,0.24,0.24,25,0.9793185798196496,0.7921644764460971,1.0091297430925157,1.1251270185483064,26,1467287022.8223143,430724966.2909915,999879540.5569307,1916570870.6566932,26,1964753645.8992376,574457759.2402897,1483397758.9580183,2610737962.369443,26,2.5185629709154416,1.2538932601538604,1.978476637486581,2.7632838922196266,116404219295.0,51083594793.38018,2.278700623278857
Entertainment,20,17542869072.85,691914752.0,3047479552.0,17308934400.0,20,16610445338.05,475411504.0,1335650048.0,20358859776.0,20,3028593626.8,118120116.0,937231488.0,4677409920.0,18,410.9768888888888,94.18225,114.4555,318.88550000000004,20,2.2031999999999994,0.122,0.245,2.34775,20,-0.3670230045999999,-0.2623125075,0.067104999,0.1765425025,18,1.460054333333333,1.0163635,1.366493,1.80493475,20,117.79119999999998,24.3675,37.57,130.04500000000002,20,469873152.4,43715450.0,144455496,316744248,20,51999389692.4,1891690304.0,8461097728.0,28244512256.0,20,0.7784732961668934,0.24492344503288696,0.6980046545213892,0.9591424276533161,20,0.24000000000000013,0.24,0.24,0.24,18,1.019335951758019,0.7381645360718023,1.0094257354093703,1.195237920339145,18,16360341520.060202,320517940.7412415,1315390687.4696717,15332233127.75575,18,31910413012.115757,995615078.032588,2933878076.587684,26823630119.755745,18,0.752982201352262,0.462067899527972,0.5623968587288635,0.7922736410728277,330312729737.0,574387434218.0836,0.5750695611693809
Farm & Heavy Construction Machinery,18,5686269440.888889,162242256.0,431344992.0,1004700000.0,18,8468346866.222222,931630496.0,1690384512.0,6723824960.0,18,1300079101.3333333,68347250.0,160255504.0,549150000.0,18,82.91350000000001,34.244249999999994,61.207499999999996,86.88,18,0.2885,0.14875,0.179,0.3295,18,0.031383335166666665,0.03865499925,0.075065,0.092802495,17,1.3119113529411761,0.997402,1.25922,1.647792,18,84.75,22.0275,47.825,116.42999999999999,18,126898833.77777778,30090350.0,55928250,73575650,18,15773769941.333334,950565728.0,1633093888.0,6542824320.0,18,0.28519304934354756,0.09555165068807,0.2697286434430026,0.4242614976991774,18,0.2400000000000001,0.24,0.24,0.24,16,1.132736236910146,0.799971754625498,1.1957377925015402,1.3919417029966494,18,3336725680.746909,512347249.7480971,655384767.5279887,2659983670.273483,18,7722916020.3024645,629010205.867625,867451414.4556866,2533059149.043265,18,1.9148139886708877,1.126398376303309,2.055627875110881,2.6472175515043865,152430243592.0,139012488365.44437,1.0965219411890694
Farm Products,8,3450788359.0,75439500.0,171006000.0,7964499840.0,8,23124244740.0,218692992.0,1161592000.0,49056498688.0,8,702706750.0,84992000.0,159611500.0,1226749952.0,8,39.416875000000005,16.179000000000002,42.7135,56.82525,7,0.17885714285714285,0.1215,0.146,0.278,8,-2.09990612525,-0.042205,0.0245850005,0.048639997750000004,5,0.6388567999999999,0.635844,0.817142,0.882077,8,42.62,15.8,28.005000000000003,72.8675,8,158331842.0,43118750.0,85787752,178657752,8,10927607764.0,657715800.0,1482114240.0,17845724928.0,8,0.2523698034320682,0.1451335190269911,0.2510256568841425,0.34620559692951797,8,0.24,0.24,0.24,0.24,4,0.6514372628150995,0.6078164842234386,0.6984719875715671,0.7420927661632281,8,6307092694.144609,400035039.9113552,765258229.8442734,10489012867.453045,8,9055174303.144611,339930039.9113552,789776729.8442734,16713762691.453045,8,2.005516576004272,1.1270327267350808,1.7167415930302878,2.928661396628484,184993957920.0,72441394425.15689,2.553705093448018
Financial Data & Stock Exchanges,8,5446572800.0,3244267968.0,4610155008.0,6791000064.0,8,4589728384.0,1860013216.0,5256499968.0,6220999936.0,8,1741694620.0,653494744.0,1301832064.0,1763024992.0,7,100.2052857142857,52.4655,77.857,97.987,8,0.129,0.07750000000000001,0.128,0.20475000000000002,8,0.41864500000000004,0.2862425,0.482759985,0.5405000075,8,0.891752875,0.8044149999999999,0.9070125,1.0183115,8,351.77,219.71,359.79499999999996,464.83000000000004,8,210013292.0,72608903.0,176561000,270599000,8,56786287720.0,29871422976.0,60206493696.0,76858499072.0,8,0.09493908312373728,0.046803317619096806,0.06906642245959574,0.13181863747685624,8,0.24,0.24,0.24,0.24,8,0.8330697413070347,0.7246923416827595,0.8238891219964248,0.9864107136932974,7,9360111619.455593,2002257013.2106113,5101007598.266953,14017058203.631504,7,13158594421.741306,2756708420.2514496,8339005104.185277,21076515355.513645,7,0.8518971331159949,0.3372921599896952,0.7157928147812512,1.2208770267093172,34780464128.0,92110160952.18915,0.37759638859010575
Food Distribution,7,4029843812.571429,850532000.0,3715000064.0,5170249984.0,7,23817011657.142857,10283095552.0,27263000576.0,30721850368.0,7,471591430.85714287,40550000.0,134217000.0,496652496.0,7,221.06657142857142,113.92099999999999,152.47299999999996,194.812,7,0.39285714285714285,0.19799999999999998,0.397,0.522,7,0.011451428,0.009555000000000001,0.011569999,0.016919999499999998,7,1.3451574285714287,0.8361035000000001,1.343896,1.6942855,7,44.19,35.06,39.24,47.72,7,150708830.85714287,36914300.0,58085000,188553008,7,8850051556.571428,1306577728.0,2849069312.0,7547244288.0,7,0.7007747886987078,0.5343844705179601,0.7028892929126096,0.767599525193378,7,0.24,0.24,0.24,0.24,7,0.9244001462425465,0.4650564355503525,1.0980259779547623,1.1147234277477454,7,1848656868.6173933,1000785695.6252731,1587003261.1528096,2415476387.6182003,7,5406909250.33168,1728342699.6252728,5256003325.152809,8419454350.849121,7,4.482336493774615,3.6876711276597476,4.840395612119647,5.474531807249214,166719081600.0,37848364752.32176,4.404921657540642
"Furnishings, Fixtures & Appliances",17,1280945224.9411764,118560000.0,626064000.0,2258700032.0,17,3842524357.647059,716438016.0,1801088000.0,4628199936.0,17,379249827.2941176,47862000.0,93665000.0,311224000.0,16,118.7390625,33.468,80.3205,117.53625,17,0.1348235294117647,0.059000000000000004,0.11699999999999999,0.20600000000000002,17,0.07995705935294119,0.04261,0.089499995,0.11930999999999999,16,1.5050403750000003,1.20610325,1.4909085,1.754155,17,62.68470588235294,23.49,41.24,68.32,17,65170882.35294118,25260000.0,59054900,75773600,17,4135475017.4117646,958460992.0,1612224640.0,5500467712.0,17,0.3026734513267983,0.1773842332084159,0.2246033207878525,0.4284868201528816,17,0.2400000000000001,0.24,0.24,0.24,16,1.2247681112605089,0.9123857619651518,1.264568562339343,1.3441291518662166,16,1549471481.959859,319420071.0074324,682341577.9156849,1555548321.4142747,16,2460391152.9598584,343691763.19234335,933110382.7384573,3236723305.414275,16,1.8902592643965102,1.3167417579355385,1.8196588770115756,2.432393114289207,63062053152.0,39366258447.357735,1.6019315941932686
Gambling,8,1712214436.0,101299506.0,664484496.0,1492299296.0,8,953400606.0,372467750.0,608177984.0,1236342240.0,8,553128365.0,168505008.0,268485504.0,455474000.0,6,373.35283333333336,18.44775,136.0925,493.53100000000006,8,0.629125,0.34249999999999997,0.46599999999999997,0.57875,8,-0.13068875125,-0.200630015,-0.015620000000000002,0.16379500249999998,6,1.861897666666667,1.54085275,1.8839709999999998,1.9985215,8,50.29625,12.432500000000001,19.185,37.585,8,109470838.5,45475900.0,75824100,94678500,8,3987667776.0,872016728.0,1612525760.0,7114736256.0,8,0.34681051376338656,0.08854313094841872,0.24265679918302568,0.34084901025953507,8,0.24,0.24,0.24,0.24,6,1.4181821896773796,1.037301683659141,1.3526695242285587,1.7671843818097346,6,497450581.8949215,183693380.49160516,290570326.38695025,340061502.59362894,6,688861279.2282548,222937910.5184783,532665517.1836484,827649914.610398,6,-15.186069898220529,0.5781685403435176,0.7242800007742478,1.3265250733394565,4433097912.0,4133167675.369529,1.0725666752930985
Grocery Stores,12,7056449856.0,1046158752.0,1605344512.0,8415717504.0,12,33164411250.666668,3883049600.0,6437290752.0,35553865728.0,12,668441852.0,143107244.0,267701496.0,532023472.0,11,296.85118181818183,85.17200000000001,144.425,312.127,12,0.17266666666666663,0.015000000000000001,0.0665,0.14125000000000001,12,0.03951750033333334,0.01956500025,0.030584999,0.05240750075,10,0.39156880000000005,0.1807785,0.464415,0.53207725,12,50.49999999999999,24.3325,29.555,56.535,12,226772935.33333334,34556200.0,104138000,242219504,12,9600601504.0,1512824032.0,2924884608.0,8916979712.0,12,1.1686761790981883,0.3441508611572403,0.48605709172814787,0.8270190553301774,12,0.24000000000000007,0.24,0.24,0.24,9,0.3068406504062852,0.1501343538655597,0.285541284401271,0.4032529799354768,11,4145227353.526271,975670346.710119,1206671723.0008245,2841067943.7228274,11,11123650812.43536,2142627655.6565523,2458411251.175625,10933664182.3623,11,2.9992909023314236,2.542401173346266,3.207386800650577,3.6638528960572225,397688662016.0,122360158936.78896,3.2501482955857
Health Information Services,31,535636630.0967742,34709000.0,272263008.0,601615488.0,31,1020955065.548387,230490000.0,514900992.0,1237142976.0,31,385108019.3548387,99683288.0,214179008.0,593617504.0,31,58.145741935483876,6.902499999999999,25.9,51.833,31,0.24412903225806454,0.042499999999999996,0.228,0.3675,31,-0.0865599973548387,-0.21853,0.00476,0.09190000000000001,24,1.0461657916666667,0.72701225,0.998181,1.4005815,31,48.43483870967742,18.71,27.96,48.31,31,107775268.38709678,47591300.0,90430304,138399008,31,5510023724.903226,1423137152.0,2563131648.0,4832723200.0,31,0.16149691064368255,0.01303394861520199,0.09625794905059523,0.18715775820040068,31,0.24000000000000016,0.24,0.24,0.24,24,0.918634253308503,0.5966519331816957,0.8268641372847658,1.2685270577987438,31,1514459525.1052,338147506.7101157,733549127.129751,1492255792.4830694,31,1664988135.8471355,199345907.23727673,525843216.716846,1730908321.8433135,31,1.6102758028654487,0.5754170588906151,0.9177794406204116,1.7181119845972352,31649607032.0,51614632211.2612,0.6131905949161203
Healthcare Plans,11,20673947467.636364,1456319552.0,12501000192.0,29324499968.0,11,100182476416.0,4468357376.0,82201001984.0,152140000000.0,11,10759463893.09091,1150126976.0,7256999936.0,16481500160.0,11,73.49790909090909,45.7215,73.536,89.213,11,0.3258181818181819,0.092,0.10300000000000001,0.21949999999999997,12,0.039520002166666665,0.021750000000000005,0.039900001000000004,0.0511725,9,0.8290903333333334,0.7205189999999999,0.8425969999999999,0.9231159999999999,12,193.58333333333334,30.2475,99.57499999999999,353.64250000000004,12,425891476.3333333,111000500.0,287071504,630989760,12,78227103642.66667,2584340928.0,33357105152.0,86422327744.0,11,0.37848975141039776,0.1131940245963117,0.21033786620342468,0.4602587420206731,12,0.24000000000000007,0.24,0.24,0.24,9,0.6986331697805501,0.6470972767631548,0.6899489131299249,0.7966095178236556,11,25947955813.815834,2211369065.8921614,16282008116.908487,41645349734.65657,11,35862439388.3613,1233648539.2599595,10760008244.908484,56007907673.258514,11,2.2473740526902377,2.1092363381802377,3.1647580456711477,4.230289820768281,1102007240576.0,394486833271.97424,2.7935209685851143
