,totalDebt,totalDebt,totalDebt,totalDebt,totalDebt,totalRevenue,totalRevenue,totalRevenue,totalRevenue,totalRevenue,totalCash,totalCash,totalCash,totalCash,totalCash,debtToEquity,debtToEquity,debtToEquity,debtToEquity,debtToEquity,revenueGrowth,revenueGrowth,revenueGrowth,revenueGrowth,revenueGrowth,operatingMargins,operatingMargins,operatingMargins,operatingMargins,operatingMargins,beta,beta,beta,beta,beta,regularMarketPrice,regularMarketPrice,regularMarketPrice,regularMarketPrice,regularMarketPrice,sharesOutstanding,sharesOutstanding,sharesOutstanding,sharesOutstanding,sharesOutstanding,marketCap,marketCap,marketCap,marketCap,marketCap,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,marketDebtToEquity,betaTax,betaTax,betaTax,betaTax,betaTax,unleveredBeta,unleveredBeta,unleveredBeta,unleveredBeta,unleveredBeta,bookEquity,bookEquity,bookEquity,bookEquity,bookEquity,investedCapital,investedCapital,investedCapital,investedCapital,investedCapital,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,salesToCapitalIndividual,totalRevenueMask,investedCapitalMask,salesToCapitalAggregate
,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,count,mean,percentile_25,median,percentile_75,sum,sum,aggregate
2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precious Metals & Mining,5,1472251779.2,102323000.0,474259008.0,530094016.0,4,3628377792.0,767454992.0,832272992.0,3693195792.0,5,1048305987.2,85020000.0,160208000.0,190904000.0,5,24.543400000000002,4.005,26.805999999999997,30.413,4,-0.006999999999999999,-0.089,-0.059,0.023,5,0.214346,0.11310999999999999,0.14819000000000002,0.30443000000000003,4,1.2123369999999998,0.54532375,1.20935,1.8763632499999998,5,37.035999999999994,5.16,10.37,60.98,5,345459962.4,69134496.0,256954000,538139008,5,12045965452.8,1310465408.0,2776797184.0,6798054912.0,5,0.14275379053745135,0.017551354233089258,0.1283633532061952,0.1909012365232937,5,0.24,0.24,0.24,0.24,4,1.0401066050431655,0.5341490516536586,1.0139917286209192,1.5199492820104263,5,5757838517.657174,813745488.238019,1742984960.3787856,2554881398.2521853,5,6181784309.657174,1202984496.238019,2082174976.3787847,2496996398.2521853,4,0.46184234404853564,0.35589807610830554,0.4416953042447521,0.5476395721849823,14513511168.0,30516986859.618374,0.47558794827168915
Publishing,4,420947750.0,25352250.0,63151500.0,458747000.0,4,1683070738.0,1109522226.0,1712951488.0,2286500000.0,4,370993756.0,260850500.0,330434496.0,440577752.0,3,102.64799999999998,10.46,13.275,150.1495,4,0.08625,-0.044250000000000005,0.089,0.21950000000000003,4,0.086507497,0.0690499955,0.09234499900000001,0.10980250050000001,4,1.23220725,0.7693505,0.7999995,1.26285625,4,112.4425,31.782500000000002,44.365,125.025,4,85925812.5,25020562.5,87614250,148519500,4,2683466944.0,714086976.0,1094540064.0,3063920032.0,4,0.527542705010378,0.049532943080618765,0.06745462247370064,0.54546438440346,4,0.24,0.24,0.24,0.24,4,0.8224239814551288,0.753746090259118,0.7805217449230226,0.8491996361190335,3,669070347.1589264,398634951.7390437,542633368.6381627,876287253.3184273,3,962943683.1589265,465005840.41930836,1001741137.998692,1480280253.3184273,3,0.8115144572308836,0.3859058569837156,1.460357284440394,1.5615444710828068,4769279944.0,2888831049.4767795,1.6509376499756898
REIT,182,4905391658.6373625,1210088544.0,2557919488.0,5196134912.0,182,1011288036.9230769,211604756.0,522621504.0,1197888768.0,181,367409284.77348065,37018000.0,136156992.0,413259008.0,177,192.08309604519766,75.131,104.63600000000001,214.549,182,0.2681923076923079,0.00625,0.10250000000000001,0.2265,182,0.29263274632417563,0.15008499749999998,0.27286001000000004,0.4581425,175,1.1207829485714282,0.7859735,1.050909,1.43948,182,58.35406593406593,15.452499999999999,26.02,58.355000000000004,182,175649363.51648352,65167000.0,122925500,218998000,182,9522894525.626373,1303005056.0,3455127552.0,8547251200.0,182,1.2518132494909047,0.3101151496285179,0.555652398117136,1.1206687951895409,182,0.24000000000000005,0.24,0.24,0.24,174,0.6658232559432988,0.45960217413215915,0.6388064640656667,0.8603741019489188,177,3466311819.155813,1066224719.8691502,1997768648.6486487,4237460268.886765,176,8072927940.47342,2349517339.1975636,4421476287.805811,9395041668.374958,176,0.1378840396750237,0.08618021574615974,0.11836823154940371,0.15753847867170373,179773149584.0,1420835317523.322,0.1265263801982098
Railroads,6,12195241514.666666,4633849856.0,9843800064.0,16247749888.0,6,9200913493.333334,3254260800.0,9318049792.0,11655749888.0,6,1029561504.0,482242256.0,943384512.0,1408749952.0,6,152.17133333333334,87.672,115.781,198.89050000000003,6,0.09549999999999999,0.0405,0.114,0.1365,6,0.25408666316666667,0.1203125,0.266795,0.4173125,6,1.3352376666666668,1.22961,1.3028565,1.36246725,6,124.35166666666667,39.355,69.235,208.9,6,570156686.0,119734320.0,215082992,542993272,6,55729716981.333336,6533432128.0,44191808512.0,79467501568.0,6,0.5797061015672532,0.2027471620030667,0.23032364720709309,0.6832604064649397,6,0.24,0.24,0.24,0.24,6,0.998992418708296,0.8891806031207272,1.0440315777289038,1.1370524146535042,6,9044944715.705246,3745078830.0418396,11681540002.322323,13708268491.972271,6,20210624726.37191,8566178782.04184,20478175514.003643,27597982836.29095,6,0.49204401068967446,0.4110704376912039,0.45689945423697564,0.5329861068787587,55205480960.0,121263748358.23146,0.45525131547900577
Real Estate Services,17,2122768096.4705882,178371008.0,1118168960.0,4113900032.0,17,3671621900.2352943,312987008.0,1325799936.0,3303522048.0,17,824516703.5294118,153600000.0,535900000.0,840800000.0,17,155.2740588235294,41.78,70.066,174.812,17,0.7822941176470586,0.204,0.341,0.8079999999999999,17,0.08809411835294118,0.012240000000000001,0.08369,0.13508001,16,1.4924214375000002,1.0312985000000001,1.4275319999999998,1.7604997499999997,17,60.97411764705882,24.2,38.94,78.84,17,138238458.2352941,39667700.0,58882500,147536992,17,7233377016.470589,1100924672.0,3370672896.0,5631886848.0,17,0.5146403837514127,0.1219614511876626,0.3202128696058197,0.6973136642397524,17,0.2400000000000001,0.24,0.24,0.24,15,1.0029691130167846,0.799157028041303,0.9955168439800846,1.2275167471363726,17,2087686757.7817698,357741155.80781066,1015899294.9504752,2362858050.5923977,17,3385938150.7229466,442419187.85256106,1574099294.9504752,6381298959.835771,17,2.8962969469554256,0.2744396563451679,0.7193291525690075,1.1605917820667893,62417572304.0,57560948562.29009,1.084373587701639
Recreational Vehicles,11,1389657468.090909,227546000.0,559107008.0,1480989504.0,11,3889132877.4545455,1109076992.0,3703226112.0,4543692928.0,11,232074620.36363637,38929900.0,72615000.0,317921008.0,11,105.36618181818181,48.51349999999999,73.35300000000002,132.6095,11,0.4049999999999999,0.252,0.401,0.485,11,-0.6393018177272727,0.085725,0.117010005,0.14558500000000002,10,1.8869082,1.7307789999999998,1.827532,2.096753,11,81.69818181818182,49.05,75.64,107.475,11,44131490.18181818,22247850.0,33344700,48861250,11,3344497879.2727275,1132744992.0,2522193152.0,5809985280.0,11,0.3455972278115287,0.12627463178349746,0.2543680637909267,0.3931407736584656,11,0.24000000000000005,0.24,0.24,0.24,10,1.5660321886205597,1.4846621312962915,1.578604331959777,1.6510577765859449,11,1024398470.3441437,331643173.3471041,850046092.9975204,1186474658.4501686,11,2181981318.071417,513136173.3471041,1506974527.8009539,2408850185.7366924,11,1.9635158512483266,1.5561491854829042,1.970279233642848,2.6732446564711423,42780461652.0,24001794498.785583,1.7823859651062572
Rental & Leasing Services,15,5147753505.6,1498382016.0,2621171968.0,6301858560.0,15,3560703974.4,1226355008.0,2015500032.0,4747732992.0,15,509929935.46666664,28143000.0,202736000.0,671155488.0,14,214.2137142857143,111.441,194.667,264.362,15,0.5126666666666666,0.1005,0.187,0.2965,15,0.17975799766666664,0.1005299975,0.17805,0.22636000500000006,15,1.5807546666666668,1.018961,1.839584,1.967532,15,133.95133333333334,44.305,79.73,129.055,15,73092853.86666666,31010900.0,53693300,69267300,15,6053991334.4,2339631232.0,3688805120.0,7067457536.0,15,0.948563310271037,0.42137304777063256,0.7841940965859906,1.2564693147135646,15,0.2400000000000001,0.24,0.24,0.24,15,0.9999974369517103,0.6679444001654683,1.0056193451718174,1.3184794447167794,14,2249849129.839521,854932828.5364792,1516523525.9257772,2596615656.1531157,14,6056802973.268092,1648700921.1086035,3819564308.5179114,8348946431.714521,14,0.8759922067284933,0.4093842380052025,0.6320649121142428,1.024050432827793,45311559808.0,84795241625.7533,0.534364416437235
Residential Construction,18,1857598132.4444444,986741488.0,1386875008.0,2449173248.0,18,7291974656.0,2873760448.0,4505616384.0,8231107072.0,18,901751613.3333334,246156252.0,433642000.0,1375564496.0,18,95.94905555555555,38.134,56.4195,73.99249999999999,18,0.23533333333333337,0.18074999999999997,0.22100000000000003,0.26375000000000004,18,0.14228777833333336,0.11035249999999999,0.14336,0.1734075025,18,1.6320437222222224,1.4385705,1.5828570000000002,1.8861035,18,401.59888888888895,45.9325,74.09,116.925,18,93082482.33333333,29689625.0,53779700,118054500,18,8418974474.666667,2733014400.0,3808059392.0,7447300992.0,18,0.4597305263983733,0.1554108955368608,0.3513341922980676,0.49794566685416514,18,0.2400000000000001,0.24,0.24,0.24,18,1.2376017894708313,1.0483035425008733,1.2272320779060664,1.3890732710905116,18,4084234744.4992743,934410074.4284607,2406065194.6617937,3563692344.6757545,18,5040081263.610386,1646140431.2335274,2763274863.5003247,6102053369.9924965,18,1.8348792853744058,1.1990673070083753,1.5114810809502148,1.6719129982353522,131255543808.0,90721462744.98694,1.4467970404859116
Resorts & Casinos,15,7589456346.133333,1942154560.0,4264869120.0,11729670144.0,15,2885288940.8,956543488.0,1953500032.0,4160216960.0,15,1134598998.4,132509004.0,448000000.0,1556190016.0,14,310.3516428571429,213.9785,294.0385,398.46775,15,0.9447333333333333,0.3125,0.861,1.1600000000000001,15,0.13213466666666665,0.128755,0.16877002,0.210445005,15,2.239698866666667,1.935584,2.353246,2.4703895000000005,15,77.63466666666666,42.165,52.33,80.52,15,151636714.4,37339350.0,61426600,144675500,15,8833072341.333334,1764219648.0,7253945856.0,11593161216.0,15,0.8715417935671518,0.6127068910476152,0.8160134215037266,1.25935885078849,15,0.2400000000000001,0.24,0.24,0.24,15,1.3507651158875182,1.1809203012974732,1.4041755135002991,1.5027438840390666,14,2371195441.617715,466010670.72863364,1587199236.5673018,2860250855.543085,14,8616743761.046288,1780017862.357432,4721048806.378979,10756373701.0649,14,0.4597269950132246,0.28435607402795393,0.4689514258579963,0.6009459966980061,39871900128.0,120634412654.64803,0.3305184586271017
Restaurants,29,4445668610.75862,420900000.0,815291008.0,3489559040.0,29,4106703570.206897,514555008.0,1143670016.0,3887806976.0,29,601459552.5517242,49367000.0,105813000.0,436563008.0,19,312.257052631579,106.953,172.926,428.1195,29,0.2696896551724137,0.109,0.243,0.374,29,0.11251862062068967,0.057719998,0.09819,0.18344000000000002,28,1.5490674999999998,1.0580515,1.496623,1.992467,29,143.12551724137933,23.89,38.84,131.62,29,128203699.65517241,28135400.0,36561000,88912896,29,17954146189.24138,816095616.0,2024694528.0,6265960960.0,29,0.5692576932381987,0.22863394910681065,0.3660784848473819,0.8235600347427677,29,0.24000000000000016,0.24,0.24,0.24,28,1.0755001516981415,0.9127589748194638,1.0864971443681888,1.2410372199716067,19,853128272.553189,197502725.89518797,335462815.77977437,854908220.9727163,19,2258467843.500558,549962283.2402301,830848839.7797744,3003810209.8902884,19,1.1533268869985671,0.8883126352209296,1.1594902349416178,1.4862523645876298,48564397040.0,42910889026.5106,1.1317499623463088
Scientific & Technical Instruments,19,1191964272.4210527,58190000.0,508777984.0,1788319040.0,19,1969763372.2105262,316955008.0,1487468032.0,3367859072.0,19,576460211.7894737,125474500.0,392592000.0,695100000.0,19,68.5278947368421,25.29,37.364000000000004,56.961999999999996,19,0.13073684210526315,0.0765,0.125,0.22549999999999998,19,-0.9072441578421051,0.060180001000000004,0.11829001,0.181274995,18,1.3321248333333333,1.04883075,1.26961,1.456493,19,119.93736842105262,49.769999999999996,73.57,175.63,19,108710622.21052632,29034450.0,55458900,172929504,19,9259484372.210526,1505928512.0,6186160128.0,11787718656.0,19,0.13303737372344346,0.060598838980168074,0.09338488347909968,0.171330315330964,19,0.24000000000000013,0.24,0.24,0.24,17,1.106480375834388,0.9522755884127312,1.0482723136984882,1.3121354500679836,19,2181466868.275946,378107253.4292041,1019699863.1623648,3396808656.6746464,19,2796970928.907525,287082859.12835467,1179572855.162365,3971416589.147934,19,0.8546216950043038,0.6610981542899665,0.9020542950642706,1.2527252363500812,37425504072.0,53142447649.24297,0.7042487828001489
Security & Protection Services,9,2107951963.5555556,107563000.0,1009833024.0,2772146944.0,9,2250748328.0,480772992.0,1378162944.0,4123599872.0,9,266398442.66666666,134515008.0,166056992.0,282000992.0,8,276.50325000000004,20.849,71.556,374.64474999999993,9,0.19244444444444447,0.098,0.11800000000000001,0.213,9,0.060863334444444445,0.0069299999999999995,0.10317001,0.1547,8,1.557554625,1.1835060000000002,1.5820665,1.7648367500000002,9,43.09444444444445,10.39,26.31,54.31,9,169445957.33333334,48292700.0,84299400,156064000,9,3222463317.3333335,2087280000.0,2814958080.0,3798795520.0,9,0.5186366374994763,0.03821122622188392,0.3624832999697757,0.9684186584493728,9,0.24000000000000002,0.24,0.24,0.24,8,1.2017607982250624,0.9249204566085591,1.0987902937275469,1.3431858609964094,8,924048722.766368,210805195.62027276,536587890.7562437,1262435075.0432103,8,2684528189.766368,701745242.3230948,1215240944.950488,2708975715.556202,8,-0.812352345975256,0.4263713068275241,1.1758789359870438,1.629026894839585,18834353896.0,21476225518.130943,0.8769862227466094
Semiconductor Equipment & Materials,19,996189100.2105263,36174000.0,173351008.0,890836480.0,19,3320375287.5789475,574097472.0,1054694976.0,2018691520.0,19,1060397299.3684211,254192992.0,457000000.0,1050896960.0,19,38.863684210526316,7.2735,22.549,70.0085,18,0.32961111111111113,0.19449999999999998,0.3235,0.45999999999999996,19,-1.8313963167368421,0.093664998,0.16985999999999998,0.28301001000000003,19,1.375327947368421,1.12961,1.361558,1.4641555,19,147.5157894736842,35.150000000000006,103.61,172.61,19,112195775.36842105,39886900.0,49278400,120004000,19,21369272114.526318,1739568320.0,5105735168.0,14007210496.0,19,0.08778904937067918,0.011507681015582496,0.04890480200501253,0.11396565520507307,19,0.24000000000000013,0.24,0.24,0.24,19,1.2972856368880574,1.106847179657273,1.338553984857116,1.4438648106253886,19,2023648220.7785673,520436975.57933116,1000537772.087068,2074182842.9649444,19,1959440021.6206725,361773178.46187735,931185371.7019162,1804235163.4034457,19,1.4950629360304906,0.7803239150848957,1.3730887614440048,1.9606948531159318,63087130464.0,37229360410.79278,1.694553163629184
Semiconductors,39,4168907518.1538463,102246000.0,445110016.0,2892599936.0,39,7508034714.461538,644117984.0,1501142016.0,5919303936.0,39,3155193031.8974357,253876496.0,523502016.0,1693582016.0,38,44.639842105263156,11.68225,36.3695,47.28375,39,0.32866666666666655,0.21850000000000003,0.314,0.46299999999999997,39,0.15763179589743584,0.08172,0.16513,0.241145,37,1.2762074324324324,0.9870120000000001,1.144935,1.4805190000000001,39,132.24487179487178,57.71,89.43,168.465,39,422903091.025641,45528250.0,110223000,478082496,39,62393572979.69231,4322956416.0,8218683904.0,52045746176.0,39,0.06811411841369792,0.01794868132401356,0.0603512464709845,0.09534015089684686,39,0.24000000000000016,0.24,0.24,0.24,37,1.213176879000509,0.9426339768457872,1.1021664812813554,1.35057997462484,38,8367042939.111615,489298358.9590663,1598120126.699672,6302262507.28297,38,9421879937.95372,458629638.4279102,1216490503.7693658,7690563519.774221,38,1.426612854363715,0.7776395683395084,1.2840024702311759,1.9410551896819561,292132037896.0,358031437642.2414,0.8159396275918915
Software—Application,104,897442063.4807693,55200500.0,333050496.0,942890240.0,104,1402295380.8846154,258718992.0,525726496.0,1186077760.0,104,740245057.3461539,160766756.0,317113488.0,635636736.0,95,148.18997894736842,8.2025,51.995,124.9585,104,0.6962211538461539,0.13825,0.2565,0.39399999999999996,104,-0.05234076940384617,-0.18896250250000002,-0.0166100005,0.10758000375,82,1.3462911951219507,1.0296095,1.2802704999999999,1.4596200000000001,104,110.15057692307693,30.6325,57.754999999999995,122.8525,104,133066121.6923077,45287175.0,83755200,149531752,104,16745183468.153847,1819481024.0,4647606016.0,13446600960.0,104,0.14753653961572483,0.008479749777919439,0.05440400204101986,0.13569127997100994,104,0.23999999999999957,0.24,0.24,0.24,79,1.1720882198118132,0.9221864811191168,1.0947468664034878,1.3434493767964226,95,1786329007.8973804,282866752.3404701,511757536.88261706,1223721336.5602689,95,1917527729.8973804,113615644.41321129,611722155.9320487,1471326957.7526135,95,1.5074577111399736,0.572953622179631,1.1569112495104763,2.1121351544607876,138533129508.0,182165134340.25113,0.7604810328262129
Software—Infrastructure,76,3336609841.5789475,136450494.0,586139008.0,1839400704.0,76,4506398109.684211,392604496.0,721388512.0,1765620512.0,76,3055316929.7894735,220313752.0,504823504.0,1351324960.0,66,131.77490909090903,21.83475,70.02250000000001,139.45475,76,0.26698684210526336,0.10825,0.201,0.31074999999999997,76,-0.05649644589473686,-0.198812495,0.02894,0.14612999999999998,63,1.1293317936507938,0.7971425,1.052467,1.4316745,76,98.26092105263157,22.177500000000002,51.69,119.03750000000001,76,283040228.7368421,57205475.0,107384500,162735000,76,51036481617.68421,2005359136.0,4963853824.0,14976979968.0,76,0.171029415131126,0.03124073453804218,0.09449102708551693,0.25698908405842025,76,0.24,0.24,0.24,0.24,61,1.0105314532248113,0.7000806841334491,0.9035155042937862,1.2056794562945439,66,3748177843.591835,306021308.7548865,616596820.1175532,1468848980.9713511,66,3103046276.076683,135434201.44066685,579139939.5056052,2108978827.1020355,66,2.238080449820413,0.4681199793924309,0.9838486810036045,1.6999198721565851,287004809448.0,204801054221.0611,1.4013834574220922
Solar,7,1773325728.0,389588000.0,580464000.0,2055676992.0,7,1125056982.857143,518059488.0,1234168960.0,1387950976.0,7,735973010.2857143,262273500.0,579294016.0,1055858016.0,6,125.08166666666666,98.79625000000001,143.55450000000002,160.29649999999998,7,0.3937142857142857,0.15800000000000003,0.373,0.673,7,-0.016925712857142856,-0.11825,0.02377,0.16230000500000002,5,1.7881784,1.434285,1.8758439999999998,2.140259,7,56.935714285714276,22.695,28.75,62.025,7,138957857.14285713,109296500.0,134912000,154007504,7,7604700196.571428,2855649408.0,3727891200.0,8380456448.0,7,0.3365838514996131,0.07554724581103628,0.14559371461168194,0.5334238401059298,7,0.24,0.24,0.24,0.24,5,1.371134199302943,1.2645803180761788,1.2718636560001908,1.382263400763355,6,2686323306.624903,437208555.269868,1069996432.5784872,4745544146.92623,6,3856886977.291569,385868642.06315184,2295642606.1650543,4318835866.92623,6,1.7119474489553184,0.2330358360120833,1.2356844161346887,3.0768221551167425,7671479872.0,23141321863.749416,0.3315056900019733
Specialty Business Services,17,1690081268.7058823,533396000.0,1039600000.0,1717400064.0,17,3200772486.5882354,1073206976.0,2553600000.0,4935099904.0,17,401398937.88235295,113170000.0,223500000.0,380000000.0,16,167.97612499999997,48.222,82.51499999999999,144.61149999999998,17,0.33152941176470596,0.094,0.14800000000000002,0.24600000000000002,17,0.10554823564705883,0.04993,0.09802000000000001,0.19690001,14,1.6078925714285714,0.9884407500000001,1.384363,1.65414475,17,82.24176470588236,18.96,40.88,89.4,17,96329395.05882353,52092200.0,78652200,114643000,17,9381277874.82353,915035456.0,2751959808.0,6813768192.0,17,0.4975319468215422,0.17797019910121753,0.3196909320392683,0.8060128600963854,17,0.2400000000000001,0.24,0.24,0.24,13,0.9871411049964871,0.8826337504884775,0.9765540307797432,1.0460152453211855,16,2855057713.559771,283925119.8358312,1228458344.2853777,1989045129.1174116,16,4130913936.0597706,998199625.410342,1795382130.4604812,3035055169.2036023,16,1.245663879426389,0.6375311967334956,1.0120231017729162,1.4287978752069672,49478032368.0,66094622976.95633,0.748593911871626
Specialty Chemicals,44,2772415775.2727275,348502240.0,1050634496.0,3533450048.0,44,5134825891.636364,1087704752.0,2170836480.0,6118509696.0,44,601012121.0909091,112482250.0,244207504.0,591128768.0,43,102.07134883720931,38.897000000000006,71.025,128.797,44,0.2902045454545455,0.10899999999999999,0.22049999999999997,0.4005,44,-0.7917765913181818,0.08974999850000001,0.11578499750000001,0.1430025,43,1.3636573023255818,0.9628565,1.383376,1.6199895,44,97.1747727272727,32.65,73.99,110.5275,44,132395212.77272727,33065150.0,87116852,206818256,44,12527255179.636364,1805449152.0,3854745728.0,9790926080.0,44,0.3067051631394054,0.11825393503631619,0.2453317484551817,0.4011627370336051,44,0.24000000000000019,0.24,0.24,0.24,41,1.090827334044722,0.8116957604427415,1.043429166319202,1.2941155783054343,43,3320424098.416398,687008899.9838886,1059002238.5365268,2602709360.283126,43,5537134535.067562,925939053.202492,2170938919.3391347,5120101956.22516,43,1.1942737346571055,0.7898404478680427,1.255927235451695,1.5357958777084857,225575554240.0,238096785007.90518,0.9474111724461569
Specialty Industrial Machinery,57,2780600845.754386,291700000.0,806761984.0,2312962048.0,57,5129946280.842105,1111000064.0,2507617024.0,4143300096.0,57,849835869.0526316,119005000.0,299972000.0,585800000.0,54,99.85072222222222,40.9705,57.147999999999996,81.15225,57,0.17273684210526316,0.086,0.165,0.214,57,0.12342105192982454,0.09358999999999999,0.13348,0.1674,54,1.3507313518518516,1.054545,1.3503889999999998,1.58480475,57,117.18280701754388,43.91,91.76,156.31,57,127813245.4736842,36596700.0,64919600,142295008,57,13759106305.122807,2395177728.0,4965671424.0,14604071936.0,57,0.20199763513876065,0.08512504402947936,0.14396633286793806,0.2489047105282484,57,0.24000000000000019,0.24,0.24,0.24,54,1.1624611915547018,0.9488687027961704,1.1711553961137513,1.3182286747547907,54,3027719722.810305,632854102.3388274,1584256419.487353,2727360161.3424554,54,4962227573.328823,918068806.8461643,2033757496.268331,4275955439.163284,54,1.4889049425720389,0.828966573825375,1.189151360218344,1.5319819266026857,273674985784.0,267960288959.75647,1.0213266557012177
Specialty Retail,37,2035972482.3783784,473075008.0,1746366976.0,3139346944.0,37,6893516768.432432,1619623936.0,3668515072.0,9345999872.0,37,584104940.4324324,90344000.0,400959008.0,753000000.0,33,217.34348484848482,90.51100000000001,125.35600000000001,174.13099999999997,37,0.16340540540540544,0.034,0.10300000000000001,0.192,37,0.08884567640540539,0.06092,0.10237,0.13352,32,1.5800230625000002,1.1022070000000002,1.6703890000000001,1.90371675,37,165.98756756756754,19.87,49.14,168.87,37,97842816.97297297,32983300.0,62355200,112225000,37,9084648384.0,791802496.0,3914132224.0,12319824896.0,37,0.6179812223893334,0.1411573436744239,0.30797958648622703,0.6652913963293204,37,0.24000000000000016,0.24,0.24,0.24,31,1.1799348773196674,0.7936921186224444,1.2042166635163725,1.4659700578951171,33,1206804603.2293806,453004157.63113654,824798667.4398078,1861987994.6422367,33,2314975576.3202896,866380632.6075497,2200108434.749222,3072990879.9434342,33,2.5588234356896127,1.338140477540362,2.3135439170088747,2.863913090162705,213991412704.0,76394194018.56955,2.8011475931270895
Staffing & Employment Services,14,690625652.5714285,91728750.0,492689504.0,816051024.0,14,4922507963.428572,1079733520.0,3293824384.0,4860142208.0,14,589372215.4285715,115584500.0,567168480.0,768819280.0,14,105.01821428571427,21.676000000000002,48.565,67.24125,14,0.28014285714285714,0.1225,0.1885,0.41025,14,0.09182428521428573,0.029935000750000003,0.059755,0.1105575,13,1.3626995384615386,1.174025,1.508051,1.54961,14,83.17,36.6075,76.245,106.8775,14,102430929.14285715,35618175.0,54327050,103345124,14,13879535929.142857,1075459984.0,4247021312.0,6100283264.0,14,0.14426381982532416,0.05592830276136602,0.08990555800560374,0.13067989261689686,14,0.24000000000000007,0.24,0.24,0.24,13,1.26627656600182,1.0797641628266268,1.3708552403540972,1.4720109827341137,14,1262111175.9297605,264520306.44486386,647340671.5248231,1441918166.0376883,14,1363364613.0726178,163110131.05780843,814979270.2809274,1310077259.1320198,14,15.610317485953066,2.3729592793948653,5.198061648231522,7.858843469661516,68915111488.0,19087104583.016647,3.6105586988463085
Telecom Services,24,24456961894.666668,447092488.0,1445003008.0,5255237760.0,24,18414397588.666668,383550496.0,1074229504.0,4796074880.0,24,1770205795.3333333,125350250.0,304210512.0,657500000.0,21,125.73004761904761,57.31100000000001,80.152,187.797,24,2.545625,-0.00575,0.0645,0.27925,24,-2.4335166695833332,0.035910001250000004,0.0600099975,0.1881225025,24,0.7040611666666666,0.44779199999999997,0.6270119999999999,1.04463175,24,109.83916666666664,15.5775,25.785,54.2225,24,712337927.0833334,42898200.0,108668000,256723992,24,26674095520.0,1265464288.0,2557420160.0,8401689472.0,24,0.8864174166411826,0.15536870284853088,0.5525420109567648,1.1943782392087743,24,0.24000000000000013,0.24,0.24,0.24,24,0.453898882167874,0.2765433994145523,0.41853921190126725,0.5804676257675062,21,17802444743.136154,613546063.421531,803391500.571599,6738050848.855819,21,42365655442.94568,693695834.8808784,2286327353.1952076,10827205776.1362,21,3.689186576385954,0.2884721276793187,0.4905648027480173,0.8869795099279262,430948878128.0,889678764301.8593,0.4843870567891663
Tobacco,5,12001928998.4,757806976.0,1581438976.0,28127000576.0,5,11283149484.8,2050769024.0,2094504960.0,21080000512.0,5,1671611745.6,130551000.0,678825984.0,2956999936.0,2,184.6995,120.76525,184.6995,248.63375,5,0.1204,0.055,0.091,0.204,5,0.307492007,0.20825,0.24854,0.42511000000000004,5,0.7618697999999999,0.646753,0.683636,0.891948,5,49.61,36.95,47.97,56.14,5,718251902.4,24607400.0,153959008,1556829952,5,48193562560.0,1381459456.0,1733578496.0,88120410112.0,5,0.5207844918325322,0.3191882622907782,0.5485553504365748,0.6286495335491126,5,0.24,0.24,0.24,0.24,5,0.5511400865483025,0.4564556826953977,0.5501732732129018,0.6960961047631926,2,736848149.524848,438552497.37766296,736848149.524848,1035143801.6720331,2,1219334145.524848,833719003.3776629,1219334145.524848,1604949287.6720333,2,1.023172748500552,1.0086508168292203,1.023172748500552,1.0376946801718838,2539977952.0,2438668291.049696,1.0415430262992826
Tools & Accessories,8,1399352150.0,731589488.0,1002473472.0,1334275040.0,8,4702779864.0,2184130784.0,3521653504.0,4156550016.0,8,447061868.0,236489752.0,278698496.0,488009000.0,8,62.163124999999994,40.43325000000001,56.158500000000004,73.206,8,0.110125,0.09875,0.1245,0.17149999999999999,8,0.1485762495,0.12214749999999999,0.13761500000000002,0.16288749749999998,8,1.4431165,1.2202595,1.3774025,1.7333762500000005,8,122.0625,61.00750000000001,119.33500000000001,190.67249999999999,8,78097612.0,55611675.0,67453902,88855250,8,9518202864.0,4699197120.0,7063970560.0,10659341568.0,8,0.21461753199438854,0.0922691707939608,0.1366087458916093,0.23137555529258247,8,0.24,0.24,0.24,0.24,8,1.2374368995840581,1.1280344536414693,1.1969009253920349,1.3704173990490631,8,3035247594.7192273,1077821627.0832767,1851000580.4034529,2799631065.375405,8,3987537876.7192283,1507252277.3719473,1818596239.4089572,3897706121.375405,8,1.3456799644833706,1.0085854083565768,1.0860701852786803,1.4916448345160749,37622238912.0,31900303013.753826,1.1793693274881796
